seq_id,uniprot_id,protein_names,gene_names,length,function_cc,subcellular_location_cc,tissue_specificity,involvement_in_disease,doug_name,nucleus,cytoplasm,mitochondria,er,golgi,lysosome,secreted,endosome,plasma_membrane,junction,peroxisome,membrane,cilium,cytoskeleton,lnc_rna,ribosomal,transcription_factor,gene_symbol,entrez_gene_id_pete,uni_gene_id_pete,ensembl_id_pete,tigrid_pete,go_pete,description_pete,genomic_coordinates_pete,cytoband_pete,gene_name_pete,pete_list
CAT2217.4_T227647_G052508_1_13832_14995_1164,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CAT2217.4_T227647_G052508_2_13944_15077_1134,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CAT239_T189457_G043567_1_3047_3727_681,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CAT239_T189457_G043567_2_1778_2185_408,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CAT297_T196839_G045377_1_2510_3112_603,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CAT297_T196839_G045377_2_1163_1555_393,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CAT306.5_T198267_G045736_1_5067_5474_408,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CAT306.5_T198267_G045736_2_4738_5097_360,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CAT446.1_T250066_G057497_1_562_1254_693,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CAT446.1_T250066_G057497_2_4427_4768_342,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CAT505.1_T259126_G059652_1_37_678_642,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CAT505.1_T259126_G059652_2_3064_3537_474,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CAT505.2_T259129_G059652_1_31_672_642,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CAT505.2_T259129_G059652_2_3044_3517_474,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CAT583_T271074_G062826_1_2272_2871_600,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CAT583_T271074_G062826_2_704_1135_432,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CAT625.2_T275901_G064124_1_899_2041_1143,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CAT625.2_T275901_G064124_2_2580_3158_579,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CAT634.1_T277460_G064362_1_1422_2105_684,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CAT634.1_T277460_G064362_2_111_689_579,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CAT634.2_T277464_G064362_1_1098_1781_684,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CAT634.2_T277464_G064362_2_3025_3492_468,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CAT668.2_T283555_G066082_1_5822_6478_657,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CAT668.2_T283555_G066082_2_6783_7376_594,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CAT721_T289517_G067689_1_1083_1535_453,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CAT721_T289517_G067689_2_860_1204_345,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CAT86_T016624_G003715_1_534_1100_567,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CAT86_T016624_G003715_2_1073_1276_204,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CAT989_T334872_G078524_1_319_849_531,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CAT989_T334872_G078524_2_50_364_315,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CTA1,P43355,melanoma-associated antigen 1 (antigen mz2-e) (cancer/testis antigen 1.1) (ct1.1) (mage-1 antigen),MAGEA1 MAGE1 MAGE1A,309,subcellular location: cytoplasm. nucleus.,"tissue specificity: expressed in many tumors of several types, such as melanoma, head and neck squamous cell carcinoma, lung carcinoma and breast carcinoma, but not in normal tissues except for testes. never expressed in kidney tumors, leukemias and lymphomas.",NA,NA,Mage A1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,MAGEA1,4100,NA,NA,NA,NA,NA,NA,NA,NA,NA
CTA10,O60829,p antigen family member 4 (page-4) (g antigen family c member 1) (page-1),PAGE4 GAGEC1 JM27,102,"subcellular location: cytoplasm {eco:0000269|pubmed:12489849, eco:0000269|pubmed:24559171, eco:0000269|pubmed:25374899}. nucleus {eco:0000269|pubmed:24559171}. mitochondrion {eco:0000269|pubmed:25374899}. note=translocates to mitochondria in response to stress. {eco:0000269|pubmed:25374899}.","tissue specificity: expressed at basal lvels in the adult normal prostate gland but is highly up-regulated in the fetal prostate and prostate cancer cells (pubmed:12489849, pubmed:25374899, pubmed:24559171, pubmed:24263171). preferentially expressed in normal male and female reproductive tissues, testis, fallopian tube, uterus, and placenta, as well as in testicular cancer, uterine cancer, cervical cancer and kidney cancer (pubmed:9724777, pubmed:12489849). {eco:0000269|pubmed:12489849, eco:0000269|pubmed:24263171, eco:0000269|pubmed:24559171, eco:0000269|pubmed:25374899, eco:0000269|pubmed:9724777}.",NA,NA,Page 1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,PAGE4,9506,NA,NA,NA,NA,NA,NA,NA,NA,NA
CTA11,Q9UBF1,melanoma-associated antigen c2 (cancer/testis antigen 10) (ct10) (hepatocellular carcinoma-associated antigen 587) (mage-c2 antigen) (mage-e1 antigen),MAGEC2 HCA587 MAGEE1,373,"subcellular location: cytoplasm {eco:0000269|pubmed:12920247}. nucleus {eco:0000269|pubmed:12920247}. note=nuclear in germ cells. cytoplasmic in well-differentiated hepatocellular carcinoma, nuclear in moderately- and poorly-differentiated hepatocellular carcinoma.","tissue specificity: not expressed in normal tissues, except in germ cells in the seminiferous tubules and in purkinje cells of the cerebellum. expressed in various tumors, including melanoma, lymphoma, as well as pancreatic cancer, mammary gland cancer, non-small cell lung cancer and liver cancer. in hepatocellular carcinoma, there is an inverse correlation between tumor differentiation and protein expression, i.e. the lower the differentiation, the higher percentage of expression. {eco:0000269|pubmed:12097419, eco:0000269|pubmed:12920247}.",NA,NA,Mage E1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,MAGEC2,51438,NA,NA,NA,NA,NA,NA,NA,NA,NA
CTA12,Q9NY87,sperm protein associated with the nucleus on the x chromosome c (cancer/testis antigen 11.3) (ct11.3) (cancer/testis-associated protein ctp11) (nuclear-associated protein span-xc) (spanx-c) (spanx family member c),SPANXC,97,subcellular location: cytoplasm {eco:0000269|pubmed:10626816}. nucleus {eco:0000269|pubmed:10626816}. note=associated with nuclear craters.,"tissue specificity: detected in testis, melanoma and bladder carcinoma. {eco:0000269|pubmed:10626816, eco:0000269|pubmed:12758128}.",NA,NA,Span XC,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,SPANXC,64663,NA,NA,NA,NA,NA,NA,NA,NA,NA
CTA13,Q9UNA0,a disintegrin and metalloproteinase with thrombospondin motifs 5 (adam-ts 5) (adam-ts5) (adamts-5) (ec 3.4.24.-) (a disintegrin and metalloproteinase with thrombospondin motifs 11) (adam-ts 11) (adamts-11) (admp-2) (aggrecanase-2),ADAMTS5 ADAMTS11 ADMP2,930,"subcellular location: secreted, extracellular space, extracellular matrix {eco:0000269|pubmed:18992360}.","tissue specificity: expressed at low level in placenta primarily but also detected in heart and brain, cervix, uterus, bladder, esophagus, rib cartilage, chondroblastoma, fibrous tissue and a joint capsule from an arthritic patient.",NA,NA,Adam 2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,ADAMTS5,11096,NA,NA,NA,NA,NA,NA,NA,NA,NA
CTA14,Q9UI38,probable threonine protease prss50 (ec 3.4.25.-) (cancer/testis antigen 20) (serine protease 50) (testis-specific protease-like protein 50),PRSS50 CT20 TSP50,385,subcellular location: endoplasmic reticulum {eco:0000305|pubmed:17283160}. note=may also localize to cytoplasmic membranes.,tissue specificity: testis specific. differentially expressed in some breast cancer tissues.,NA,NA,TSP 50,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,PRSS50,29122,NA,NA,NA,NA,NA,NA,NA,NA,NA
CTA15,Q8NEN9,pdz domain-containing protein 8 (sarcoma antigen ny-sar-84/ny-sar-104),PDZD8 PDZK8,1154,subcellular location: endoplasmic reticulum membrane {eco:0000269|pubmed:29097544}; single-pass membrane protein {eco:0000255}. note=localizes at mitochondria-endoplasmic reticulum contact sites. {eco:0000269|pubmed:29097544}.,NA,NA,NA,NY-SAR 35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FMR1NB,158521,NA,NA,NA,NA,NA,NA,NA,NA,NA
CTA16,Q969F0,fetal and adult testis-expressed transcript protein (cancer/testis antigen 43) (ct43) (tumor antigen bj-hcc-2),FATE1 FATE,183,"subcellular location: mitochondrion {eco:0000269|pubmed:26567849, eco:0000269|pubmed:27402544}. mitochondrion outer membrane {eco:0000269|pubmed:27402544}. endoplasmic reticulum membrane {eco:0000269|pubmed:27402544}; single-pass membrane protein {eco:0000305}; cytoplasmic side {eco:0000305|pubmed:27402544}. note=localized to specific membrane structures termed mitochondria-associated membranes (mams) which connect the endoplasmic reticulum (er) and the mitochondria. also associated with the outer surface of mitochondria at sites that are not in close contact with the er. {eco:0000269|pubmed:27402544}.","tissue specificity: testis-specific in fetus (aged from 6 to 11 weeks). in adult, expressed predominantly in testis, with some expression in lung, heart, kidney, adrenal gland and whole brain (pubmed:11694338). highly expressed in certain types of cancer tissues such as hepatocellular carcinoma, colon and gastric cancer. weakly expressed in normal pancreas (pubmed:12865919). {eco:0000269|pubmed:11694338, eco:0000269|pubmed:12865919}.",NA,NA,Fate 1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FATE1,89885,NA,NA,NA,NA,NA,NA,NA,NA,NA
CTA17,O60829,p antigen family member 4 (page-4) (g antigen family c member 1) (page-1),PAGE4 GAGEC1 JM27,102,"subcellular location: cytoplasm {eco:0000269|pubmed:12489849, eco:0000269|pubmed:24559171, eco:0000269|pubmed:25374899}. nucleus {eco:0000269|pubmed:24559171}. mitochondrion {eco:0000269|pubmed:25374899}. note=translocates to mitochondria in response to stress. {eco:0000269|pubmed:25374899}.","tissue specificity: expressed at basal lvels in the adult normal prostate gland but is highly up-regulated in the fetal prostate and prostate cancer cells (pubmed:12489849, pubmed:25374899, pubmed:24559171, pubmed:24263171). preferentially expressed in normal male and female reproductive tissues, testis, fallopian tube, uterus, and placenta, as well as in testicular cancer, uterine cancer, cervical cancer and kidney cancer (pubmed:9724777, pubmed:12489849). {eco:0000269|pubmed:12489849, eco:0000269|pubmed:24263171, eco:0000269|pubmed:24559171, eco:0000269|pubmed:25374899, eco:0000269|pubmed:9724777}.",NA,NA,Page 5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,PAGE5,90737,NA,NA,NA,NA,NA,NA,NA,NA,NA
CTA18,Q13136,liprin-alpha-1 (lar-interacting protein 1) (lip-1) (protein tyrosine phosphatase receptor type f polypeptide-interacting protein alpha-1) (ptprf-interacting protein alpha-1),PPFIA1 LIP1,1202,subcellular location: cytoplasm {eco:0000269|pubmed:7796809}. note=colocalizes with ptprf at the ends of focal adhesions most proximal to the cell nucleus.,"tissue specificity: ubiquitous. {eco:0000269|pubmed:7796809, eco:0000269|pubmed:9624153}.",NA,NA,Lip1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,LIAS,11019,NA,NA,NA,NA,NA,NA,NA,NA,NA
CTA19,Q15506,sperm surface protein sp17 (cancer/testis antigen 22) (ct22) (sp17-1) (sperm autoantigenic protein 17) (sperm protein 17),SPA17 SP17,151,subcellular location: membrane {eco:0000305}; peripheral membrane protein {eco:0000305}.,tissue specificity: testis and sperm specific.,NA,NA,SPA17,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,SPA17,53340,NA,NA,NA,NA,NA,NA,NA,NA,NA
CTA2,Q16385,"protein ssx2 (cancer/testis antigen 5.2) (ct5.2) (synovial sarcoma, x breakpoint 2) (tumor antigen hom-mel-40)",SSX2 SSX2A; SSX2B,188,subcellular location: nucleus.,"tissue specificity: expressed at high level in the testis. expressed at low level in thyroid. not detected in tonsil, colon, lung, spleen, prostate, kidney, striated and smooth muscles. detected in rhabdomyosarcoma and fibrosarcoma cell lines. not detected in mesenchymal and epithelial cell lines.","DISEASE: Note=A chromosomal aberration involving SSX2 may be a cause of synovial sarcoma. Translocation t(X;18)(p11.2;q11.2). The translocation is specifically found in more than 80% of synovial sarcoma. The fusion products SSXT-SSX1 or SSXT-SSX2 are probably responsible for transforming activity. Heterogeneity in the position of the breakpoint can occur (low frequency). {ECO:0000269|PubMed:7539744, ECO:0000269|PubMed:7951320}.",NA,SSX-2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,SSX2,6757,NA,NA,NA,NA,NA,NA,NA,NA,NA
CTA20,B2R9W4,"cdna, flj94585, highly similar to homo sapiens melanoma antigen, family a, 8 (magea8), mrna",NA,318,NA,NA,NA,NA,Mage A8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,MAGEA8,4107,NA,NA,NA,NA,NA,NA,NA,NA,NA
CTA21,P43366,melanoma-associated antigen b1 (cancer/testis antigen 3.1) (ct3.1) (dss-ahc critical interval mage superfamily 10) (dam10) (mage-b1 antigen) (mage-xp antigen),MAGEB1 MAGEL1 MAGEXP,347,NA,tissue specificity: expressed only in testis.,NA,NA,Mage B1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,MAGEB1,4112,NA,NA,NA,NA,NA,NA,NA,NA,NA
CTA22,O15479,melanoma-associated antigen b2 (cancer/testis antigen 3.2) (ct3.2) (dss-ahc critical interval mage superfamily 6) (dam6) (mage xp-2 antigen) (mage-b2 antigen),MAGEB2,319,NA,"tissue specificity: expressed in testis and placenta, and in a significant fraction of tumors of various histologic types.",NA,NA,Mage B2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,MAGEB2,4113,NA,NA,NA,NA,NA,NA,NA,NA,NA
CTA23,P43358,melanoma-associated antigen 4 (cancer/testis antigen 1.4) (ct1.4) (mage-4 antigen) (mage-41 antigen) (mage-x2 antigen),MAGEA4 MAGE4,317,NA,"tissue specificity: expressed in many tumors of several types, such as melanoma, head and neck squamous cell carcinoma, lung carcinoma and breast carcinoma, but not in normal tissues except for testes and placenta.",NA,NA,Mage A4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,MAGEA4,4103,NA,NA,NA,NA,NA,NA,NA,NA,NA
CTA24,Q16384,"protein ssx1 (cancer/testis antigen 5.1) (ct5.1) (synovial sarcoma, x breakpoint 1)",SSX1,188,NA,"tissue specificity: expressed at high level in the testis. expressed at low level in thyroid. not detected in tonsil, colon, lung, spleen, prostate, kidney, striated and smooth muscles. detected in rhabdomyosarcoma and fibrosarcoma cell lines. not detected in mesenchymal and epithelial cell lines.",DISEASE: Note=A chromosomal aberration involving SSX1 may be a cause of synovial sarcoma. Translocation t(X;18)(p11.2;q11.2). The translocation is specifically found in more than 80% of synovial sarcoma. The fusion products SSXT-SSX1 or SSXT-SSX2 are probably responsible for transforming activity. Heterogeneity in the position of the breakpoint can occur (low frequency). {ECO:0000269|PubMed:7539744}.,NA,SSX-1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,SSX1,6756,NA,NA,NA,NA,NA,NA,NA,NA,NA
CTA25,Q13065,g antigen 1 (gage-1) (antigen mz2-f) (cancer/testis antigen 4.1) (ct4.1),GAGE1,117,NA,"tissue specificity: expressed in a variety of tumor tissues but not in normal tissues, except testis.",NA,NA,Gage 2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,GAGE2C,2574,NA,NA,NA,NA,NA,NA,NA,NA,NA
CTA26,Q13065,melanoma-associated antigen d2 (11b6) (breast cancer-associated gene 1 protein) (bcg-1) (hepatocellular carcinoma-associated protein jcl-1) (mage-d2 antigen),MAGED2 BCG1,606,NA,"tissue specificity: widely expressed. in the developing and adult kidney, expressed in the thick ascending limb of the loop of henle and the distal convoluted tubules outside the loop. {eco:0000269|pubmed:11856887, eco:0000269|pubmed:27120771}.","DISEASE: Bartter syndrome 5, antenatal, transient (BARTS5) [MIM:300971]: An X-linked recessive form of Bartter syndrome, a disorder characterized by impaired salt reabsorption in the thick ascending loop of Henle with pronounced salt wasting, hypokalemic metabolic alkalosis, and varying degrees of hypercalciuria. BARTS5 is an antenatal form beginning in utero with marked fetal polyuria that leads to polyhydramnios and premature delivery. It is characterized by severe but transient symptoms that can resolve with age. {ECO:0000269|PubMed:27120771}. Note=The disease is caused by mutations affecting the gene represented in this entry.",NA,Gage 4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,GAGE4,2576,NA,NA,NA,NA,NA,NA,NA,NA,NA
CTA27,Q9UNF1,melanoma-associated antigen d2 (11b6) (breast cancer-associated gene 1 protein) (bcg-1) (hepatocellular carcinoma-associated protein jcl-1) (mage-d2 antigen),MAGED2 BCG1,606,NA,"tissue specificity: widely expressed. in the developing and adult kidney, expressed in the thick ascending limb of the loop of henle and the distal convoluted tubules outside the loop. {eco:0000269|pubmed:11856887, eco:0000269|pubmed:27120771}.","DISEASE: Bartter syndrome 5, antenatal, transient (BARTS5) [MIM:300971]: An X-linked recessive form of Bartter syndrome, a disorder characterized by impaired salt reabsorption in the thick ascending loop of Henle with pronounced salt wasting, hypokalemic metabolic alkalosis, and varying degrees of hypercalciuria. BARTS5 is an antenatal form beginning in utero with marked fetal polyuria that leads to polyhydramnios and premature delivery. It is characterized by severe but transient symptoms that can resolve with age. {ECO:0000269|PubMed:27120771}. Note=The disease is caused by mutations affecting the gene represented in this entry.",NA,Mage A3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,MAGEA3,4102,NA,NA,NA,NA,NA,NA,NA,NA,NA
CTA28,Q9UHG2,prosaas (proprotein convertase subtilisin/kexin type 1 inhibitor) (proprotein convertase 1 inhibitor) (pro-saas) [cleaved into: kep; big saas (b-saas); little saas (l-saas) (n-prosaas); big pen-len (b-pen-len) (saas ct(1-49)); pen; little len (l-len); big len (b-len) (saas ct(25-40))],PCSK1N,260,"subcellular location: secreted {eco:0000250|uniprotkb:q9qxv0}. golgi apparatus, trans-golgi network {eco:0000250|uniprotkb:q9qxv0}. note=a n-terminal processed peptide, probably big saas or little saas, is accumulated in cytoplasmic protein tau deposits in frontotemporal dementia and parkinsonism linked to chromosome 17 (pick disease), alzheimer disease and amyotrophic lateral sclerosis-parkinsonism/dementia complex 1 (guam disease). {eco:0000269|pubmed:12914799, eco:0000269|pubmed:14746899}.",tissue specificity: expressed in brain and pancreas. {eco:0000269|pubmed:10632593}.,NA,NA,CT-1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,PRM2,5620,NA,NA,NA,NA,NA,NA,NA,NA,NA
CTA3,P78358,cancer/testis antigen 1 (autoimmunogenic cancer/testis antigen ny-eso-1) (cancer/testis antigen 6.1) (ct6.1) (l antigen family member 2) (lage-2),CTAG1A CTAG CTAG1 ESO1 LAGE2 LAGE2A; CTAG1B LAGE2B,180,subcellular location: cytoplasm {eco:0000269|pubmed:12065688}.,"tissue specificity: expressed in testis and ovary and in a wide variety of cancers. detected in uterine myometrium. expressed from 18 weeks until birth in human fetal testis. in the adult testis, is strongly expressed in spermatogonia and in primary spermatocytes, but not in post-meiotic cells or in testicular somatic cells (at protein level). {eco:0000269|pubmed:12065688}.",NA,NA,Ny-ESO1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,CTAG1B,1485,NA,NA,NA,NA,NA,NA,NA,NA,NA
CTA4,O94888,ubx domain-containing protein 7,UBXN7 KIAA0794 UBXD7,489,subcellular location: nucleus {eco:0000269|pubmed:22537386}.,NA,NA,NA,Gage 7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,GAGE7,2579,NA,NA,NA,NA,NA,NA,NA,NA,NA
CTA5,O60224,protein ssx4 (cancer/testis antigen 5.4) (ct5.4),SSX4 SSX4A; SSX4B,188,NA,NA,NA,NA,SSX-4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,SSX4,6759,NA,NA,NA,NA,NA,NA,NA,NA,NA
